,words,category
4899,Practically everybody in Berlin has relatives and friends that live in the opposite part of the city .,religion
4900,"People stand at the wall giving vent to their feelings , weeping , pounding it with their fists , pleading for loved ones .",religion
4901,But the enemy answers them from loudspeakers that pour out Communist propaganda with a generous mixture of terrible profanity .,religion
4902,"There is only one escape left , a tragic one , and too many people are taking it : suicide .",religion
4903,These things may be happening many miles away from us but really they are right next door .,religion
4904,"We are all involved in them , deeply involved .",religion
4905,And nobody knows what comes next .,religion
4906,We live from crisis to crisis .,religion
4907,He must learn to say with true faith what the psalmist said in a similar world : `` The Lord is my light and my salvation ; ;,religion
4908,The Lord is the strength of my life ; ;,religion
4909,of whom shall I be afraid '' ? ?,religion
4910,"First , `` the Lord is my light '' .",religion
4911,"He lived in a very dark world , but he was not in the dark .",religion
4912,The same God who called this world into being when He said : `` Let there be light '' ! !,religion
4913,-- those were His very first creative words -- He began the world with light -- this God still gives light to a world which man has plunged into darkness .,religion
4914,For those who put their trust in Him He still says every day again : `` Let there be light '' ! !,religion
4915,And there is light ! !,religion
4916,"In fact , He came into this world Himself , in the person of His Son , Jesus Christ , who stood here amid the darkness of human sin and said : `` I am the light of the world : he that followeth me shall not walk in darkness , but shall have the light of life '' .",religion
4917,He lived in the dawn ; ;,religion
4918,We live in the bright daylight of that great event ; ;,religion
4919,for us it is a fact in history .,religion
4920,"Why should we not have the same faith , and an even greater experience of the light which it gives ? ?",religion
4921,This is the faith that moved the psalmist to add his second conception of God : `` The Lord is my salvation '' .,religion
4922,He knew that his God would save him from his enemies because He had saved him from his sins .,religion
4923,"If God could do that , He could do anything .",religion
4924,"The enemies at his gate , threatening to eat up his flesh , were nothing compared with the enemy of sin within his own soul .",religion
4925,And God had conquered that one by His grace ! !,religion
4926,So why worry about all the others ? ?,religion
4927,"If God be for us , who can be against us ? ?",religion
4928,Who shall separate us from the love of Christ ? ?,religion
4929,"Shall tribulation , or distress , or persecution , or famine , or nakedness , or peril , or sword '' ? ?",religion
4930,Salvation ! !,religion
4931,"This gets down to the heart of our problem , for it reconciles us with God , whom we fear most of all because we have sinned against Him .",religion
4932,"When that fear has been removed by faith in Jesus Christ , when we know that He is our Savior , that He has paid our debt with His blood , that He has met the demands of God's justice and thus has turned His wrath away -- when we know that , we have peace with God in our hearts ; ;",religion
4933,"and then , with this God on our side , we can face the whole world without fear .",religion
4934,"It recalls those words of another psalm : `` God is our refuge and strength , a very present help in trouble .",religion
4935,"Therefore will not we fear , though the earth be removed , and though the mountains be carried into the midst of the sea Come , behold the works of the Lord , what desolations He hath made in the earth .",religion
4936,"But , again , we have no real evidence on this from that quarter until the close of the ninth century A.D. , when an Arabic scholar , Tabit Ibn Korra ( 836-901 ) is said to have discussed the magic square of three .",religion
4937,"Thus , while it remains possible that the Babylonians and/or the Pythagoreans may perhaps have had the magic square of three before the Chinese did , more definite evidence will have to turn up from the Middle East or the Classical World before China can lose her claim to the earliest known magic square by more than a thousand years .",religion
4938,2 .,religion
4939,The `` Lo Shu '' square as an expression of centrality,religion
4940,"The concept of the Middle Kingdom at peace , strong and united under a forceful ruler , which had been only a longed-for ideal in the time of the Warring States , was finally realized by the establishment of a Chinese Empire under the Ch'in dynasty ( 221-207 B.C. ) .",religion
4941,But this was only accomplished by excessive cruelty and extremes of totalitarian despotism .,religion
4942,"but , as he had a special fondness for magic and divination , he ordered that books on these subjects should be spared .",religion
4943,"Many of the latter were destroyed in their turn , during the burning of the vast Ch'in palace some ten years later ; ;",religion
4944,"yet some must have survived , because the old interest in number symbolism , divination , and magic persisted on into the Han dynasty , which succeeded in reuniting China and keeping it together for a longer period ( from 202 B.C. to A.D. 220 ) .",religion
4945,"However , the wei books were also destroyed in a series of Orthodox Confucian purges which culminated in a final proscription in 605 .",religion
4946,"After all this destruction of old literature , it should be obvious why we have so little information about the early history and development of the Lo Shu , which was already semisecret anyhow .",religion
4947,"But , in spite of all this , enough evidence remains to show that the magic square of three must indeed have been the object of a rather extensive cult -- or series of cults -- reaching fullest expression in the Han period .",religion
4948,"Although modern scholars have expressed surprise that `` the simple magic square of three '' , a mere `` mathematical puzzle '' , was able to exert a considerable influence on the minds and imaginations of the cultured Chinese for so many centuries , they could have found most of the answers right within the square itself .",religion
4949,"But , up to now , no one has attempted to analyze its inherent mathematical properties , or the numerical significance of its numbers -- singly or in combination -- and then tried to consider these in the light of Old Chinese cosmological concepts .",religion
4950,"Such an analysis speedily reveals why the middle number of the Lo Shu , 5 , was so vitally significant for the Chinese ever since the earliest hints that they had a knowledge of this diagram .",religion
4951,"The importance of this 5 can largely be explained by the natural mathematical properties of the middle number and its special relationship to all the rest of the numbers -- quite apart from any numerological considerations , which is to say , any symbolic meaning arbitrarily assigned to it .",religion
4952,"Indeed , mathematically speaking , it was both functionally and symbolically the most important number in the entire diagram .",religion
4953,"If one takes the middle number , 5 , and multiplies it by 3 ( the base number of the magic square of three ) , the result is 15 , which is also the constant sum of all the rows , columns , and two main diagonals .",religion
4954,"Then , if the middle number is activated to its greatest potential in terms of this square , through multiplying it by the highest number , 9 ( which is the square of the base number ) , the result is 45 ; ;",religion
4955,"and the latter is the total sum of all the numbers in the square , by which all the other numbers are overshadowed and in which they may be said to be absorbed .",religion
4956,"Furthermore , the middle number of the Lo Shu is not only the physical mean between every opposing pair of the other numbers , by reason of its central position ; ;",religion
4957,"it is also their mathematical mean , since it is equal to half the sum of every opposing pair , all of which equal 10 .",religion
4958,"In fact , the neat balance of these pairs , and their subtle equilibrium , would have had special meaning in the minds of the Old Chinese .",religion
4959,"For they considered the odd numbers as male and the even ones as female , equating the two groups with the Yang and Yin principles in Nature ; ;",religion
4960,"and in this square , the respective pairs made up of large and small odd ( Yang ) numbers , and those composed of large and small even ( Yin ) numbers , were all equal to each other .",religion
4961,"Thus all differences were leveled , and all contrasts erased , in a realm of no distinction , and the harmonious balance of the Lo Shu square could effectively symbolize the world in balanced harmony around a powerful central axis .",religion
4962,"The tremendous emphasis on the 5 in the Lo Shu square -- for purely mathematical reasons -- and the fact that this number so neatly symbolized the heart and center of the universe , could well explain why the Old Chinese seem to have so revered the number 5 , and why they put so much stress on the concept of Centrality .",religion
4963,These twin tendencies seem to have reached their height in the Han dynasty .,religion
4964,"His immediate motive for doing this may not have been directly inspired by the Lo Shu , but this measure must inevitably have increased the existing beliefs in the latter's efficacy .",religion
4965,"After this time , inscriptions on the Han bronze mirrors , as well as other writings , emphasized the desirability of keeping one's self at the center of the universe , where cosmic forces were strongest .",religion
4966,"All this emphasis on Centrality and on the number 5 as a symbolic expression of the Center , which seems to have begun as far back as 400 B.C. , also may conceivably have led to the development of the Five-Elements School and the subsequent efforts to fit everything into numerical categories of five .",religion
4967,"We find , for example , such groupings as the Five Ancient Rulers , the Five Sacred Mountains , the Five Directions ( with Center ) , the Five Metals , Five Colors , Five Tastes , Five Odors , Five Musical Notes , Five Bodily Functions , Five Viscera , and many others .",religion
4968,"This trend has often been ascribed to the cult of the Five Elements itself , as though they had served as the base for all the rest ; ;",religion
4969,"And why did the Chinese suddenly begin to talk about the Five Directions , when the animals they used as symbols of the directions designated only the usual four ? ?",religion
4970,This whole tendency had an unfortunate effect on Chinese thinking .,religion
4971,"Whereas the primary meanings of the Lo Shu diagram seemed to have been based on its inner mathematical properties -- and we shall see that even its secondary meanings rested on some mathematical bases -- the urgent desire to place everything into categories of fives led to other groupings based on other numbers , until an exaggerated emphasis on mere numerology pervaded Chinese thought .",religion
4972,"Although the primary mathematical properties of the middle number at the center of the Lo Shu , and the interrelation of all the other numbers to it , might seem enough to account for the deep fascination which the Lo Shu held for the Old Chinese philosophers , this was actually only a beginning of wonders .",religion
4973,"but , conversely , one cannot begin to understand the Lo Shu without knowing something about the world view of the Old Chinese , which they felt they saw expressed in it .",religion
4974,"The Chinese world view during the Han dynasty , when the Lo Shu seems to have been at the height of its popularity , was based in large part on the teachings of the Yin-Yang and Five-Elements School , which was traditionally founded by Tsou Yen .",religion
4975,"According to this doctrine , the universe was ruled by Heaven , T'ien -- as a natural force , or in the personification of a Supreme Sky-god -- governing all things by means of a process called the Tao , which can be roughly interpreted as `` the Order of the Universe '' or `` the Universal Way '' .",religion
4976,"The Yang , or male principle , was the source of light , heat , and dynamic vitality , associated with the Sun ; ;",religion
4977,"Together these two principles influenced all things , and in varying combinations they were present in everything .",religion
4978,"We have already seen that odd numbers were considered as being Yang , while the even numbers were Yin , so that the eight outer numbers of the Lo Shu represented these two principles in balanced equilibrium around the axial center .",religion
4979,"Instead of linking the nine numbers of this diagram with the traditional Nine Provinces , as was usually done , this equated the odd , Yang numbers with mountains ( firm and resistant , hence Yang ) and the even numbers with rivers ( sinuous and yielding , hence Yin ) ; ;",religion
4980,taking the former from the Five Sacred Mountains of the Han period and the latter from the principal river systems of Old China .,religion
4981,"Thus the middle number , 5 , represented Sung-Shan in Honan , Central China ; ;",religion
4982,"the 3 , T'ai-Shan in Shantung , East China ; ;",religion
4983,"the 7 , Hwa-Shan in Shensi , West China ; ;",religion
4984,"the 1 , Heng-Shan in Hopei , North China ( or the mountain with the same name in neighboring Shansi ) ; ;",religion
4985,"and the 9 , Huo-Shan in Anhwei , which was then the South Sacred Mountain .",religion
4986,"For the rivers , the 4 represented the Huai , to the ( then ) Southeast ; ;",religion
4987,"the 8 , the Chi in the Northeast ; ;",religion
4988,"and the 6 , the ( upper ) Yellow River in the Northwest .",religion
4989,"Note that by Western standards this plan was `` upside down '' , as it put North at the bottom and South at the top , with the other directions correspondingly altered ; ;",religion
4990,but in this respect it was merely following the accepted Chinese convention for all maps .,religion
4991,The same arrangement was used when the Lo Shu was equated with the Nine Provinces ; ;,religion
4992,"and whenever the Lo Shu involved directional symbolism , it was oriented in this same fashion .",religion
4993,They earnestly desire to do the will of God .,religion
4994,"When they fall by the wayside and fail to achieve Christian stature , it is an indictment of the Church .",religion
4995,"These fatalities are dramatic evidence of `` halfway evangelism '' , a failure to follow through .",religion
4996,A program of Lay Visitation Evangelism can end in dismal defeat with half the new members drifting away unless practical plans and strenuous efforts are made to keep them in the active fellowship .,religion
4997,The work of Lay Visitation Evangelism is not completed when all of the persons on the Responsibility List have been interviewed .,religion
4998,The pastor and the Membership Preparation and Assimilation Committee must follow through immediately with a carefully planned program .,religion
4999,The first thirty to sixty days after individuals make their decision will determine their interest and participation in the life of the Church .,religion
5000,Preparation for membership,religion
5001,This is the answer to the problem of `` membership delinquency '' .,religion
5002,It is important that persons desiring to unite with the Church be prepared for this experience so that it may be meaningful and spiritually significant .,religion
5003,It is unfair and unchristian to ask a person to take the sacred vows of Church membership before he has been carefully instructed concerning their implications .,religion
5004,Preparation for Church membership begins immediately after the commitment is received .,religion
5005,1 ),religion
5006,"The pastor writes a personal letter to each individual , expressing his joy over the decision , assuring him of a pastoral call at the earliest convenient time , and outlining the plan for membership preparation classes and Membership Sunday .",religion
5007,Some pastors write a letter the same night the decision is reported by the visitors .,religion
5008,2 ),religion
5009,The pastor calls in the home of each individual or family for a spiritual guidance conference .,religion
5010,"If possible , he should make an appointment in order that all persons involved may be present .",religion
5011,It is definitely a `` spiritual guidance conference '' .,religion
5012,"He will discuss the significance of Christian commitment , the necessity of family religion and private devotions , and the importance of the membership preparation sessions .",religion
5013,There may be problems of conduct or questions of belief which will require his counsel .,religion
5014,Each conference should be concluded naturally with prayer .,religion
5015,"A piece of devotional material , such as The Upper Room , may be left in each home .",religion
5016,3 ),religion
5017,A minimum of four sessions of preparation for membership is necessary for adults .,religion
5018,Some churches require more .,religion
5019,None should ask less .,religion
5020,Those who join the Church need to be instructed in the faith and the meaning of Christian discipleship before they take the sacred vows .,religion
5021,They will have a greater appreciation for the Church and a deeper devotion to it if membership requires something of them .,religion
5022,Many churches find the Sunday school hour to be the most practical time for adult preparation classes .,religion
5023,"Others meet on Sunday night , at the mid-week service , or for a series of four nights .",religion
5024,-- The Christian Faith ; ;,religion
5025,-- History of the Church ; ;,religion
5026,C,religion
5027,-- Duties of Church Membership ; ;,religion
5028,D,religion
5029,.,religion
5030,Following each instruction period a piece of literature dealing with the topic should be handed each one for further reading during the week .,religion
5031,This procedure is much more effective than giving out a membership packet .,religion
5032,Fourth session important,religion
5033,most pastors find that the fourth session should take at least two hours and therefore hold it on a week night prior to Reception Sunday .,religion
5034,In this session the persons seeking membership are provided information concerning the work of the denomination as well as the program and activities of the local church .,religion
5035,The budget of the church may be presented and pledges solicited at this session .,religion
5036,An `` interest finder '' or `` talent sheet '' may be filled out by each person .,religion
5037,( See sample on pp. 78-79 .,religion
5038,) The fourth session may be concluded with a tour of the church facilities and refreshments .,religion
5039,Additional suggestions for membership preparation,religion
5040,"in conducting the Membership Preparation-Inquirers' Class , the pastor should plan a variety of teaching techniques in order to develop greater interest on the part of the class .",religion
5041,The following have been found effective .,religion
5042,Extend the number of classes .,religion
5043,"Some churches have six or more training sessions of two hours each , generally held on Sunday night or during the week .",religion
5044,This gives greater opportunity for the learning process .,religion
5045,"Use dramatization -- for example , in discussing the Lord's Supper or church symbolism .",religion
5046,Use audio-visual aids .,religion
5047,Have a `` Question Box '' .,religion
5048,Some new members will hesitate to ask questions audibly .,religion
5049,Urge them to write out their questions for the box .,religion
5050,5 ),religion
5051,Use a textbook with assigned readings each week .,religion
5052,6 ),religion
5053,Select class members for reports on various phases of the study .,religion
5054,7 ),religion
5055,"Conduct examinations , using a true-false check sheet .",religion
5056,"Ask each member to write a statement on such topics as : `` What Christ Means To Me '' , `` What The Church Means To Me '' , `` Why Join The Church '' , `` The Duties Of Church Members '' , etc. .",religion
5057,9 ),religion
5058,Assign a series of catechism questions to be memorized .,religion
5059,10 ),religion
5060,Invite class members to share in an extra period of Bible study each week .,religion
5061,Ask each new member to bring his Pledge of Loyalty to the Reception Service .,religion
5062,What about transfers ? ?,religion
5063,"There is A growing conviction among pastors and Church leaders that all those who come into the fellowship of the Church need preparatory training , including those coming by transfer of membership .",religion
5064,People appreciate experiences that demand something of them .,religion
5065,"For most of them , it will be their first experience in membership training , since this is a recent development in many churches .",religion
5066,Those coming from other denominations will welcome the opportunity to become informed .,religion
5067,the total process of evangelism reaches the crescendo when the group of new members stands before the congregation to declare publicly their faith and to be received into the fellowship of the Church .,religion
5068,"This should be a high moment in their lives , a never-to-be-forgotten experience .",religion
5069,They should sense the tremendous significance of joining the spiritual succession reaching back to Christ our Lord and forward to an eternal fellowship with the saints of the ages .,religion
5070,"Every detail of the service merits careful attention -- the hymns , the sermon , the ritual , the right hand of fellowship , the introduction to the congregation , the welcome of the congregation .",religion
5071,This is a vital part of their spiritual growth and assimilation .,religion
5072,It will help to determine the attitude of the new members toward the Church .,religion
5073,"It can mean the difference between participation and inaction , spiritual growth and decay .",religion
5074,The worship service is the natural and logical time to receive new members into the Church .,religion
5075,The atmosphere for this momentous experience can be created most effectively through the worship experience .,religion
5076,"Psychologically the reception should be the climax , following the sermon .",religion
5077,1 ),religion
5078,Ask the new members to meet thirty minutes before the service to complete `` talent sheets '' and pledge cards .,religion
5079,Some denominations ask new members to sign personally the chronological membership register .,religion
5080,Provide a name card for each new member .,religion
5081,2 ),religion
5082,Arrange a reserved section in the sanctuary where all new members may sit together .,religion
5083,Sponsors may sit with them also .,religion
5084,3 ),religion
5085,Invite sponsors or Fellowship Friends to stand back of the new members in the reception service .,religion
5086,4 ),religion
5087,Give each new member a certificate of membership .,religion
5088,5 ),religion
5089,"Introduce each new member to the congregation , asking him to face the congregation .",religion
5090,6 ),religion
5091,Lead the congregation in a response of welcome .,religion
5092,Have a reception for new members in the parlor or social hall immediately after the service .,religion
5093,8 ),religion
5094,Take a picture of the group of new members to be put in the church paper or placed on the bulletin board .,religion
5095,9 ),religion
5096,Chapter 6 planning for the assimilation and growth of new members,religion
5097,The members of the `` family '' are drawn together by a common love for Christ and a sincere devotion to His Kingdom .,religion
5098,Every member of the family must have a vital place in its life .,religion
5099,This is no spectator-type experience ; ;,religion
5100,"Yet the most difficult problem in the Church's program of evangelism is right at this point -- helping new members to become participating , growing parts of the fellowship .",religion
5101,"One denomination had a membership of 1,419,833 at the beginning of the period under study , and twenty years later its membership stood at 1,541,991 -- a net growth of only 122,158 .",religion
5102,"Yet during the same period there were 1,080,062 additions .",religion
5103,"Another major church body had 4,499,608 members and twenty years later its membership stood at 4,622,444 .",religion
5104,"During this time 4,122,354 new members were brought into the fellowship .",religion
5105,"Still another denomination had 7,360,187 members twenty years ago .",religion
5106,These figures indicate that we are losing almost as many as we are receiving into membership .,religion
5107,"Studies of membership trends , even in some areas where population is expanding , show that numbers of churches have had little net increase , though many new members were received .",religion
5108,Something is wrong when these things happen .,religion
5109,The local `` family of God '' has failed its new members through neglect and unconcern for their spiritual welfare .,religion
5110,Basic needs,religion
5111,"new members can become participating , growing members .",religion
5112,It must be planned and carefully developed .,religion
5113,The entire membership of the local church must be alerted to their part in this dynamic process .,religion
5114,"If the church has followed the plan of cultivation of prospects and carried through a program of membership preparation as outlined earlier in this book , the process of assimilation and growth will be well under way .",religion
5115,"However , it is not enough to bring persons to Christian commitment and train them in the meaning of Christian discipleship .",religion
5116,When they unite with the Church they must find in this fellowship the satisfaction of their basic spiritual needs or they will never mature into effective Christians .,religion
5117,The Church expects certain things of those who become members .,religion
5118,The new members justifiably expect some things from their church family :,religion
5119,-- Sincere Christian love and understanding,religion
5120,-- Social and recreational activities,religion
5121,-- Opportunities for Christian service,religion
5122,-- Opportunities for study of the Christian faith and the Bible,religion
5123,-- Creative prayer experiences,religion
5124,-- Guidance in Christian social concerns .,religion
5125,Men need unity and they need God .,religion
5126,"Care must be taken neither to confuse unity with uniformity nor God with our parochial ideas about him , but with these two qualifications , the statement stands .",religion
5127,"The statement also points to a classic paradox : The more men turn toward God , who is not only in himself the paradigm of all unity but also the only ground on which human unity can ultimately be established , the more men splinter into groups and set themselves apart from one another .",religion
5128,Massacres attending the partition of India and the establishment of the State of Israel are simply recent grim evidences of the hostility such divisions can engender .,religion
5129,The words of Cardinal Newman come forcibly to mind : `` Oh how we hate one another for the love of God '' ! !,religion
5130,The source of this paradox is not difficult to identify .,religion
5131,It lies in institutions .,religion
5132,"Institutions require structure , form , and definition , and these in turn entail differentiation and exclusion .",religion
5133,A completely amorphous institution would be a contradiction in terms ; ;,religion
5134,Some persons are so sensitive to this truth as to propose that we do away with institutions altogether ; ;,religion
5135,"in the present context this amounts to the advice that while being religious may have a certain justification , we ought to dispense with churches .",religion
5136,Man is at once a gregarious animal and a form-creating being .,religion
5137,"Having once committed himself to an ideal which he considers worthwhile , he inevitably creates forms for its expression and institutions for its continuance .",religion
5138,"Both eventualities are possible logically , but practically they are impossible .",religion
5139,Yet the fact remains that such institutions do set men at odds with their fellows .,religion
5140,The only way that I can see is through communication .,religion
5141,Interfaith communication need not be regarded as an unfortunate burden visited upon us by the necessity of maintaining diplomatic relations with our adversaries .,religion
5142,"Approached creatively , it is a high art .",religion
5143,"It is the art of relating the finite to the infinite , of doing our best to insure that the particularistic requirements of religious institutions will not thwart God's intent of unity among men more than is minimally necessary .",religion
5144,"In a certain sense , interfaith communication parallels diplomatic communication among the nation-states .",religion
5145,"I shall touch on three areas : personal , national , and theological .",religion
5146,1 ),religion
5147,By personal factors I mean those rooted in personality structure .,religion
5148,"Some interfaith tensions are not occasioned by theological differences at all , but by the need of men to have persons they can blame , distrust , denounce , and even hate .",religion
5149,Such needs may rise to pathological proportions .,religion
5150,"Modern psychology has shown that paralleling `` the authoritarian personality '' is `` the bigoted personality '' in which insecurity , inferiority , suspicion , and distrust combine to provide a target for antagonism so indispensable that it will be manufactured if it does not exist naturally .",religion
5151,"Fortunately the number of pathological bigots appears to be quite small , but it would be a mistake to think that more than a matter of degree separates them from the rest of us .",religion
5152,To some extent the personal inadequacies that prejudices attempt to compensate for are to be found in all of us .,religion
5153,"It is difficult to say what can be done about them except that we must learn to recognize when it is they , rather than pretexts for them , that are causing the trouble , and do everything possible to nurture the healthy personalities that will prevent the development of such deficiencies .",religion
5154,2 ),religion
5155,"While the personality factors that aggravate interfaith conflict may be perennial , nationalism is more variable .",religion
5156,The specific instance I have in mind is the Afro-Asian version which has gained prominence only in this second half of the twentieth century .,religion
5157,"Emerging from the two centuries of colonial domination , the Afro-Asian world is aflame with a nationalism that has undone empires .",religion
5158,"No less than twenty-two nations have already achieved independence since World War 2 , , and the number is growing by the year .",religion
5159,"Colonialism alone would have been able to make these difficulties serious , for Christianity is so closely tied to colonialism in the minds of these people that repudiation of the one has tended automatically toward the repudiation of the other .",religion
5160,"Actually , however , this turns out to be only part of the picture .",religion
5161,"Nationalism has abetted not only the repudiation of foreign religions but the revival of native ones , some of which had been lying in slumber for centuries .",religion
5162,The truth is that any revival of traditional and indigenous religion will serve to promote that sense of identity and Volksgeist which these young nations very much need .,religion
5163,"Insofar as these nations claim to incarnate traditions and ways of life which constitute ultimate , trans-political justifications for their existence , such people are inevitably led to emphasize the ways in which these traditions and ways are theirs rather than someone else's .",religion
5164,All this works severely against the kind of cross-cultural communication for which Christian missions stand .,religion
5165,Africans and Asians tend to consider not only missions but the local churches they have produced as centers and agents of Western culture and ideology if not of direct political propaganda .,religion
5166,"The people hardest hit by this suspicion are , of course , Christians on the mainland of China .",religion
5167,"In 1960 Ceylon nationalized its sectarian -- preponderantly Christian -- schools , to the rejoicing of most of its 7,000,000 Buddhists and the lament of its 800,000 Roman Catholics .",religion
5168,The progressive closing of Afro-Asian ears to the Christian message is epitomized in a conversation I had three years ago while flying from Jerusalem to Cairo .,religion
5169,I was seated next to the director of the Seventh Day Adventists' world radio program .,religion
5170,"He said that on his tour the preceding year a considerable number of hours would have been available to him on Japanese radio networks , but that he had then lacked the funds to contract for them .",religion
5171,"After returning to the United States and raising the money , he discovered on getting back to Japan that the hours were no longer available .",religion
5172,It was not that they had been contracted for during the interval ; ;,religion
5173,they simply could no longer be purchased for missionary purposes .,religion
5174,It is not unfair to add on the other side that the crude and almost vitriolic approach of certain fundamentalist sects toward the cultures and religions among which they work has contributed measurably to this heightening of anti-Christian sentiment .,religion
5175,"Ironically , these are the groups which have doubled or tripled their missionary efforts since World War 2 , , while the more established denominations are barely maintaining pre-war staffs .",religion
5176,The partition of India has hardly improved relations between Hindus and Muslims ; ;,religion
5177,neither has the establishment of the State of Israel fostered harmony between Muslims and Jews .,religion
5178,3 ),religion
5179,I turn finally to several theological developments .,religion
5180,1 .,religion
5181,Theocracy reconsidered .,religion
5182,"The modern world has been marked by progressive disaffection with claims to divine sanction for the state , whatever its political form .",religion
5183,The American Constitution was historic at this point in providing that `` Congress shall make no law respecting an establishment of religion or prohibiting the free exercise thereof '' .,religion
5184,"One of our foremost jurists , David Dudley Field , has gone so far as to call this provision `` the greatest achievement ever made in the course of human history '' .",religion
5185,"Pakistan was created in 1947 expressly as a Muslim state , but when the army took over eleven years later it did so on a wave of mass impatience which was directed in part against the inability of political and religious leaders to think their way through to the meaning of Islam for the modern political situation .",religion
5186,"`` What is the point '' , Charles Adams reports the Pakistanis as asking , `` in demanding an Islamic state and society if no one , not even the doctors of the sacred law themselves , can say clearly and succinctly what the nature of such a state and society is '' ? ?",religion
5187,The current regime of President Mohammad Ayub Khan is determinedly secular .,religion
5188,"And while the nation was formerly named `` The Islamic Republic of Pakistan '' , it is now simply `` The Republic of Pakistan '' .",religion
5189,Comparable trends can be noted elsewhere .,religion
5190,The new regime in Turkey is intentionally less Muslim than its predecessor .,religion
5191,The religious parties in Israel have experienced a great loss of prestige in recent months .,religion
5192,"During the years when Israel was passing from crisis to crisis -- the Sinai campaign , the infusion of multitudes of penniless immigrants -- it was felt that the purpose of national unity could be best served if the secular majority were to yield to the religious parties .",religion
5193,"Now that Israel enjoys relative prosperity and a reduction of tensions , the secularists are less disposed to compromise .",religion
5194,And in this country Gustave Weigel's delineation of the line between the sacral and secular orders during the last presidential campaign served to provide a most impressive Roman Catholic defense of the practical autonomy of both church and state .,religion
5195,"Everywhere there seems to be a growing recognition of the fact that governments and religious institutions alike are too fallible and corruptible -- in a word , too human -- to warrant any claim of maintaining partnership with the divine .",religion
5196,Salvation reconsidered .,religion
5197,My father went as a missionary to China in a generation that responded to Student Volunteer Movement speakers who held watches in their hands and announced to the students in their audiences how many Chinese souls were going to hell each second because these students were not over there saving them .,religion
5198,That mention of this should bring smiles to our lips today is as clear an indication as we could wish of the extent to which attitudes have changed .,religion
5199,"I do not mean to imply that Christians have adopted the liberal assumption , so prevalent in Hinduism , that all religions are merely different paths to the same summit .",religion
5200,"Leslie Newbiggin reflects the dominant position within the World Council of Churches when he says , `` We must claim absoluteness and finality for Christ and His finished work , but that very claim forbids us to claim absoluteness and finality for our understanding of it '' .",religion
5201,Newbiggin's qualification on the Christian claim is of considerable significance .,religion
5202,"The Roman Catholic Church has excommunicated one of its priests , Father Feeney , for insisting that there is no salvation outside the visible church .",religion
5203,In mentioning this under `` salvation reconsidered '' I do not mean to imply that Roman Catholic doctrine has changed in this area but rather that it has become clearer to the world community what that doctrine is .,religion
5204,"When they say that under no circumstances would it ever be right to `` permit '' the termination of the human race by human action , because there could not possibly be any proportionate grave reason to justify such a thing , they know exactly what they mean .",religion
5205,"Yet it seems clear that there can be no good sufficiently great , or evil repelled sufficiently grave , to warrant the destruction of mankind by man's own action .",religion
5206,"I mean , however , that the moral theologian knows what he means by `` permit '' .",religion
5207,"He is not talking in the main about probabilities , risks and danger in general .",religion
5208,"of which one is deliberately willed or intended and the other not intended or not directly intended , but still both are done , while the evil effect is , with equal consciousness on the part of the agent , foreknown to be among the consequences .",religion
5209,"This is what , in a technical sense , to `` only permit '' an evil result means .",religion
5210,"It means to do it and to know one is doing it , but as only a secondary if certain effect of the good one primarily does and intends .",religion
5211,"Of course , grave guiltiness may be imputed to the military action of any nation , or to the action of any leader or leaders , which for any supposed good `` permits '' , in this sense , the termination of the human race by human action .",religion
5212,"Certainly , in analyzing an action which truly faced such alternatives , `` it is never possible that no world would be preferable to some worlds , and there are in truth no circumstances in which the destruction of human life presents itself as a reasonable alternative '' .",religion
5213,"Naturally , where one or the other of the effects of an action is uncertain , this has to be taken into account .",religion
5214,"Especially is this true when , because the good effect is remote and speculative while the evil is certain and grave , the action is prohibited .",religion
5215,"Presumably , if the reverse is the case and the good effect is more certain than the evil result that may be forthcoming , not only must the good and the evil be prudentially weighed and found proportionate , but also calculation of the probabilities and of the degree of certainty or uncertainty in the good or evil effect must be taken into account .",religion
5216,"Nevertheless , according to the traditional theory , a man begins in the midst of action and he analyzes its nature and immediate consequences before or while putting it forth and causing these consequences .",religion
5217,He does not expect to be able to trammel up all the future consequences of his action .,religion
5218,"Above all , he does not debate mere contingencies , and therefore , if these are possibly dreadful , find himself forced into inaction .",religion
5219,"He does what he can and may and must , without regarding himself as lord of the future or , on the other hand , as covered with guilt by accident or unforeseen consequences or by results he did not `` permit '' in the sense explained .",religion
5220,"and by deriving legitimate decision backward from whatever may conceivably or possibly or probably result , whether by anyone's doing or by accident , it finds itself driven to inaction , to non-political action in politics and non-military action in military affairs , and to the not very surprising discovery that there are now no distinctions on which the defense of justice can possibly be based .",religion
5221,"Mr. Philip Toynbee writes , for example , that `` in terms of probability it is surely as likely as not that mutual fear will lead to accidental war in the near future if the present situation continues .",religion
5222,If it continues indefinitely it is nearly a statistical certainty that a mistake will be made and that the devastation will begin '' .,religion
5223,"Against such a termination of human life on earth by human action , he then proposes as an alternative that we `` negotiate at once with the Russians and get the best terms which are available '' , that we deliberately `` negotiate from comparative weakness '' .",religion
5224,"He bravely attempts to face this alternative realistically , i.e. , by considering the worst possible outcome , namely , the total domination of the world by Russia within a few years .",religion
5225,"This would be by far the better choice , when `` it is a question of allowing the human race to survive , possibly under the domination of a regime which most of us detest , or of allowing it to destroy itself in appalling and prolonged anguish '' .",religion
